Name,R1,R2,R3,R4,R5,R6,R7
YKL217W JEN1,-0.4854268271702424,-0.07038932789139853,0.04394334758760214,-0.3334237337251911,0.12029423371771115,3.473931188332411,3.836501267717122
YAL054C ACS1,-0.6690267655096305,-0.18903382439001762,0.0,-0.18903382439001762,-0.29865831556451483,1.4739311883324135,3.643856189774725
YJR095W ACR1,-0.6135316529179273,-0.46466826700344505,1.0892673380970905,-0.12432813500220245,-0.17632277264046367,1.3584539709124739,3.643856189774725
YCR021c HSP30,-0.7907720378619996,0.014499569695114853,1.8889686876112548,1.5563933485243875,0.8624964762500664,3.643856189774725,3.321928094887362
YLR377C FBP1,-0.22650852980867933,-0.028569152196771117,0.25153876699596384,-0.16349873228287914,-0.12432813500220245,0.47393118833241343,3.836501267717122
YKR097W PCK1,-0.12432813500220245,-0.17632277264046367,0.43440282414577347,-0.08406426478847498,-0.250961573533218,0.41503749927884015,3.836501267717122
YJL089W SIP4,-0.6322682154995122,-0.34482849699744045,-0.23878685958711662,-0.18903382439001762,-0.250961573533218,1.120294233717711,3.058893689053568
YFL014W HSP12,-0.15055967657538108,0.3770696490798248,0.6214883767462718,1.599462070416271,2.2515387669959637,3.643856189774725,3.473931188332411
YNL194C,-0.28688114778816154,0.02914634565952185,0.13606154957603,-0.16349873228287914,0.3040061868901025,3.836501267717122,3.321928094887362
YML128C,-0.12432813500220245,0.20091269392599406,0.9714308478032289,1.5563933485243875,1.3584539709124739,4.321928094887363,3.473931188332411
YGR160W,0.32192809488736235,0.10469737866669172,-0.250961573533218,-1.4854268271702424,-1.4802651220544643,-2.5084286525318613,-3.2141248053528497
YER065c ICL1,0.12029423371771115,0.1681227588083302,0.535331732996555,0.08926733809708398,-0.15055967657538108,0.535331732996555,3.643856189774725
YML054C CYB2,-0.5753123306874378,-0.09761079662642295,0.43440282414577347,-0.11103131238874367,-0.04264433740849367,2.321928094887362,2.943416471633632
YNL117W MLS1,-0.3103401206121502,-0.04264433740849367,0.7131188522118367,-0.29865831556451483,-0.26303440583379434,0.7612131404128851,3.1844245711374275
